 ;Pedido Id;Data/Hora;Situação;Situação;Situação - Transporte;Marketplace;Forma de Pagamento;Forma de Recebimento;Serviço Transportadora;Valor Produto;Valor Desconto;Valor Acréscimo;Valor Frete;Valor Frete Transportadora;Valor Total;Valor Total Pedido;Loja;Obs.;Origem - Pedido
entregue;963;30/08/2024 14:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;21,9;0;0;12,22;8,64;34,12;34,12;1 - Dica de Madame;1;Marketplace
entregue;962;30/08/2024 14:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;44,9;10;0;2,99;25;34,9;34,9;1 - Dica de Madame;;Marketplace
entregue;961;30/08/2024 10:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;8;0;17,18;25;25,9;25,9;1 - Dica de Madame;;Marketplace
entregue;960;30/08/2024 10:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;8,3;25;27,9;27,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;959;30/08/2024 09:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;45,8;7,8;0;7,17;25;38;38;1 - Dica de Madame;;Marketplace
pagamento-cancelado;958;30/08/2024 08:42;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;11,22;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;957;30/08/2024 08:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;34,9;0;0;35,63;21,13;70,53;70,53;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;956;30/08/2024 08:37;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;6,9;0;0;14,6;0;21,5;21,5;1 - Dica de Madame;;Marketplace
entregue;955;30/08/2024 08:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;15,96;25;19;19;1 - Dica de Madame;;Marketplace
entregue;954;30/08/2024 06:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;15,06;9,96;21,96;21,96;1 - Dica de Madame;1;Marketplace
entregue;953;29/08/2024 23:00;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;99,9;0;0;0;13,18;99,9;99,9;1 - Dica de Madame;;Site
entregue;952;29/08/2024 22:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;2;0;8,3;25;24,9;24,9;1 - Dica de Madame;;Marketplace
entregue;951;29/08/2024 21:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;10,1;25;19;19;1 - Dica de Madame;;Marketplace
nota-fiscal-cancelada;950;29/08/2024 20:42;26;26 - Nota Fiscal Cancelada;Não Enviado;67 - AliExpress;;92 - AliExpress;39 - AliExpress Entregas - AliExpress Entregas;4,9;0;0;18,88;25;23,78;23,78;1 - Dica de Madame;;Marketplace
pagamento-cancelado;949;29/08/2024 19:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;14,9;0;0;14,55;0;29,45;29,45;1 - Dica de Madame;;Marketplace
entregue;948;29/08/2024 19:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;27,9;4;0;5,48;25;23,9;23,9;1 - Dica de Madame;;Marketplace
entregue;947;29/08/2024 19:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;16,42;9,66;41,32;41,32;1 - Dica de Madame;1;Marketplace
entregue;946;29/08/2024 19:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;8,3;25;19;19;1 - Dica de Madame;;Marketplace
entregue;945;29/08/2024 19:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;2,99;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;944;29/08/2024 18:30;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,54;0;9;9;26,16;26,16;1 - Dica de Madame;;Site
entregue;943;29/08/2024 17:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,58;8,22;20,48;20,48;1 - Dica de Madame;1;Marketplace
entregue;942;29/08/2024 16:59;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;7,17;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;941;29/08/2024 16:59;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;33,9;8;0;10,1;25;25,9;25,9;1 - Dica de Madame;;Marketplace
entregue;940;29/08/2024 16:23;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;149,8;25;0;23,68;25;124,8;124,8;1 - Dica de Madame;;Marketplace
entregue;939;29/08/2024 16:05;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;4,29;0;0;8,22;8,22;12,51;12,51;1 - Dica de Madame;;Site
entregue;938;29/08/2024 15:39;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;19;0;0;5,48;25;19;19;1 - Dica de Madame;;Marketplace
entregue;937;29/08/2024 14:38;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;38,91;1,17;0;11,01;11,01;48,75;48,75;1 - Dica de Madame;;Site
entregue;936;29/08/2024 14:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;2,99;25;19;19;1 - Dica de Madame;;Marketplace
entregue;935;29/08/2024 12:59;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;77,8;18,82;0;23,68;25;58,98;58,98;1 - Dica de Madame;;Marketplace
pagamento-cancelado;934;29/08/2024 12:25;2;2 - Cancelado Pagamento;Não Enviado;7 - Mercado Livre;8 - Cartão - Elo;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;26,92;0;0;31,4;31,4;58,32;58,32;1 - Dica de Madame;1;Marketplace
entregue;933;29/08/2024 12:11;8;8 - Entregue;Entregue;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;187,92;0;0;20,79;20,79;208,71;208,71;1 - Dica de Madame;;Site
entregue;932;29/08/2024 11:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;16,49;0;0;16,56;8,62;33,05;33,05;1 - Dica de Madame;1;Marketplace
entregue;931;29/08/2024 11:32;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,94;0;0;8,59;8,59;38,53;38,53;1 - Dica de Madame;;Site
entregue;930;29/08/2024 11:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;50,9;3;0;5,48;25;47,9;47,9;1 - Dica de Madame;;Marketplace
entregue;929;29/08/2024 10:25;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,94;0,9;0;10,05;10,05;39,09;39,09;1 - Dica de Madame;;Site
entregue;928;29/08/2024 10:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;98,7;24;0;17,18;25;74,7;74,7;1 - Dica de Madame;;Marketplace
entregue;927;29/08/2024 09:24;8;8 - Entregue;Não Enviado;7 - Mercado Livre;;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;50,04;0;0;32,39;32,39;82,43;82,43;1 - Dica de Madame;1;Marketplace
entregue;926;29/08/2024 07:46;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,54;0;8,42;8,42;25,58;25,58;1 - Dica de Madame;;Site
pagamento-cancelado;925;29/08/2024 07:43;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,5;0;0;14,24;14,24;43,74;43,74;1 - Dica de Madame;;Site
entregue;924;29/08/2024 03:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;32,56;20,75;57,46;57,46;1 - Dica de Madame;;Marketplace
pagamento-cancelado;923;28/08/2024 23:36;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;24,9;0;0;32,56;0;57,46;57,46;1 - Dica de Madame;;Marketplace
entregue;922;28/08/2024 23:33;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;10,1;25;54,9;54,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;921;28/08/2024 23:07;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;49;0;0;9,09;9,09;58,09;58,09;1 - Dica de Madame;;Site
entregue;920;28/08/2024 22:47;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,9;0,9;0;8,99;8,99;37,99;37,99;1 - Dica de Madame;;Site
pagamento-cancelado;919;28/08/2024 22:27;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;72,8;15;0;0;25;57,8;57,8;1 - Dica de Madame;;Marketplace
entregue;918;28/08/2024 22:27;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;72,8;15;0;11,34;25;57,8;57,8;1 - Dica de Madame;;Marketplace
entregue;917;28/08/2024 21:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;19,12;15,61;26,02;26,02;1 - Dica de Madame;1;Marketplace
entregue;916;28/08/2024 21:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;7,9;0;8,3;25;19;19;1 - Dica de Madame;;Marketplace
entregue;915;28/08/2024 20:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;13,62;10,06;28,52;28,52;1 - Dica de Madame;1;Marketplace
entregue;914;28/08/2024 20:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;58,98;0;0;17,8;9,6;76,78;76,78;1 - Dica de Madame;1;Marketplace
entregue;913;28/08/2024 20:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,8;2;0;5,48;25;27,8;27,8;1 - Dica de Madame;;Marketplace
transporte;912;28/08/2024 19:16;7;7 - Transporte;Não Enviado;23 - Magazine Luiza;;29 - Magazine Luiza;16 - Magalu Entregas - Magalu Entregas;379,9;0;0;14,9;14,9;394,8;394,8;1 - Dica de Madame;;Marketplace
entregue;911;28/08/2024 16:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;19,42;15,63;44,32;44,32;1 - Dica de Madame;1;Marketplace
entregue;910;28/08/2024 16:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;2;0;2,99;25;24,9;24,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;909;28/08/2024 16:14;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;12,9;0;0;13,54;0;26,44;26,44;1 - Dica de Madame;;Marketplace
entregue;908;28/08/2024 16:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;22,9;3,9;0;15,96;25;19;19;1 - Dica de Madame;;Marketplace
entregue;907;28/08/2024 13:28;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,9;0;0;14,28;12,09;44,18;44,18;1 - Dica de Madame;1;Site
entregue;906;28/08/2024 12:38;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;6,9;0,21;0;8,93;8,23;15,62;15,62;1 - Dica de Madame;1;Site
entregue;905;28/08/2024 12:19;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;173,7;42;0;15,48;25;131,7;131,7;1 - Dica de Madame;;Marketplace
entregue;904;28/08/2024 12:09;8;8 - Entregue;Não Enviado;7 - Mercado Livre;3 - Cartão - Visa;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;161,52;0;0;0;0;161,52;161,52;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;903;28/08/2024 11:59;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;80,7;18;0;7,17;25;62,7;62,7;1 - Dica de Madame;;Marketplace
entregue;902;28/08/2024 11:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;23,9;4;0;17,18;25;19,9;19,9;1 - Dica de Madame;;Marketplace
entregue;901;28/08/2024 10:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;24,9;0;0;35,18;21,18;60,08;60,08;1 - Dica de Madame;1;Marketplace
entregue;900;28/08/2024 10:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;159,5;37,05;0;12,19;25;122,45;122,45;1 - Dica de Madame;;Marketplace
pagamento-cancelado;899;28/08/2024 08:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;5,48;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;898;28/08/2024 08:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;5,48;25;43,9;43,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;897;28/08/2024 07:59;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);28 - Kangu Loggi 2 - Kangu;29,9;1,5;0;22,86;22,86;51,26;51,26;1 - Dica de Madame;;Site
entregue;896;28/08/2024 07:11;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;6;0;10,17;25;20,9;20,9;1 - Dica de Madame;;Marketplace
entregue;895;28/08/2024 00:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;13,12;9,11;20,02;20,02;1 - Dica de Madame;1;Marketplace
entregue;894;27/08/2024 23:21;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;6,05;25;54,9;54,9;1 - Dica de Madame;;Marketplace
transporte;893;27/08/2024 23:05;7;7 - Transporte;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;5,48;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;892;27/08/2024 22:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;18,9;0;0;17,5;10,67;36,4;36,4;1 - Dica de Madame;1;Marketplace
entregue;885;27/08/2024 20:44;8;8 - Entregue;Não Enviado;7 - Mercado Livre;;5 - Mercado Livre;10 - PAC - Mercado Livre - ME2;97,3;0;0;43,02;43,02;140,32;140,32;1 - Dica de Madame;1;Marketplace
entregue;884;27/08/2024 19:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;5,48;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;883;27/08/2024 19:12;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;30,18;15,31;45,08;45,08;1 - Dica de Madame;1;Marketplace
entregue;882;27/08/2024 18:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;69;0;0;14,32;8,82;83,32;83,32;1 - Dica de Madame;;Marketplace
pagamento-cancelado;881;27/08/2024 18:24;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;17,18;25;43,9;43,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;880;27/08/2024 18:02;2;2 - Cancelado Pagamento;Não Enviado;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;17,7;0,54;0;8,39;8,39;25,55;25,55;1 - Dica de Madame;;Site
pagamento-cancelado;879;27/08/2024 18:02;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;17,18;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;878;27/08/2024 17:38;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;74,41;2,24;0;9,39;9,39;81,56;81,56;1 - Dica de Madame;;Site
entregue;877;27/08/2024 17:04;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;8,49;0,25;0;8,25;8,25;16,49;16,49;1 - Dica de Madame;;Site
entregue;876;27/08/2024 16:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;97,8;0;0;16,84;10,84;114,64;114,64;1 - Dica de Madame;1;Marketplace
entregue;875;27/08/2024 14:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;26,7;0;0;13,92;8,97;40,62;40,62;1 - Dica de Madame;1;Marketplace
entregue;874;27/08/2024 13:02;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;29,9;2;0;5,48;25;27,9;27,9;1 - Dica de Madame;;Marketplace
entregue;873;27/08/2024 12:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;14,18;8,31;29,08;29,08;1 - Dica de Madame;1;Marketplace
entregue;872;27/08/2024 11:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;46,9;2;0;2,99;25;44,9;44,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;871;27/08/2024 10:13;2;2 - Cancelado Pagamento;Não Enviado;;1 - Boleto Bancário;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,9;0;0;14,02;14,02;43,92;43,92;1 - Dica de Madame;;Site
entregue;870;27/08/2024 09:06;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;35,8;1,08;0;8,65;8,65;43,37;43,37;1 - Dica de Madame;;Site
pagamento-cancelado;869;27/08/2024 09:00;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;26,9;6;0;10,17;25;20,9;20,9;1 - Dica de Madame;;Marketplace
entregue;868;27/08/2024 08:59;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;27,9;6;0;5,48;25;21,9;21,9;1 - Dica de Madame;;Marketplace
entregue;867;27/08/2024 07:55;8;8 - Entregue;Não Enviado;7 - Mercado Livre;2 - Cartão - MasterCard;5 - Mercado Livre;11 - Sedex - Mercado Livre - ME2;89,64;0;0;6;6;89,64;89,64;1 - Dica de Madame;;Marketplace
entregue;866;26/08/2024 22:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;35,6;0;0;14,18;10,35;49,78;49,78;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;865;26/08/2024 22:37;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;7,9;0;0;14,05;0;21,95;21,95;1 - Dica de Madame;;Marketplace
pagamento-cancelado;864;26/08/2024 21:21;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;55,9;4;0;10,1;25;51,9;51,9;1 - Dica de Madame;;Marketplace
entregue;863;26/08/2024 21:09;8;8 - Entregue;Não Enviado;1 - Lojas Americanas;17 - Pix;3 - B2W;14 - PAC - B2W Entregas;5,9;0;0;33,99;33,99;39,89;39,89;1 - Dica de Madame;;Marketplace
entregue;862;26/08/2024 19:37;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;28,9;0;0;13,87;8,37;42,77;42,77;1 - Dica de Madame;1;Marketplace
pagamento-cancelado;861;26/08/2024 18:59;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;38,9;9,41;0;82,68;25;29,49;29,49;1 - Dica de Madame;;Marketplace
pagamento-cancelado;860;26/08/2024 18:40;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;85,8;16,41;0;0;25;69,39;69,39;1 - Dica de Madame;;Marketplace
entregue;859;26/08/2024 15:27;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;11,8;0,36;0;11,07;11,07;22,51;22,51;1 - Dica de Madame;;Site
pagamento-cancelado;858;26/08/2024 14:54;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;6,9;0;0;14,6;0;21,5;21,5;1 - Dica de Madame;;Marketplace
entregue;857;26/08/2024 13:50;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;63,8;14,82;0;9,64;25;48,98;48,98;1 - Dica de Madame;;Marketplace
entregue;856;26/08/2024 12:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;43,8;5,8;0;19,69;25;38;38;1 - Dica de Madame;;Marketplace
entregue;855;26/08/2024 12:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;10,1;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;854;26/08/2024 11:42;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;12,99;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;853;26/08/2024 11:22;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;35,6;0;0;0;25;35,6;35,6;1 - Dica de Madame;;Marketplace
entregue;852;26/08/2024 09:54;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;14,9;0;0;19,18;15,67;34,08;34,08;1 - Dica de Madame;1;Marketplace
entregue;851;26/08/2024 09:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;253,9;36,9;0;9,64;25;217;217;1 - Dica de Madame;;Marketplace
entregue;850;26/08/2024 08:47;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;107,9;3,26;0;0;10,4;104,64;104,64;1 - Dica de Madame;;Site
entregue;849;25/08/2024 23:48;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,94;0,9;0;8,62;8,62;37,66;37,66;1 - Dica de Madame;;Site
entregue;848;25/08/2024 23:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;8,3;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;847;25/08/2024 21:23;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;29,29;0,88;0;9,27;9,27;37,68;37,68;1 - Dica de Madame;;Site
pagamento-cancelado;846;25/08/2024 21:01;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;59,8;6;0;10,1;25;53,8;53,8;1 - Dica de Madame;;Marketplace
entregue;845;25/08/2024 20:15;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;33,9;1,02;0;8,58;8,58;41,46;41,46;1 - Dica de Madame;;Site
entregue;844;25/08/2024 19:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;53,8;4;0;5,48;25;49,8;49,8;1 - Dica de Madame;;Marketplace
entregue;843;25/08/2024 19:01;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;57,9;14;0;17,18;25;43,9;43,9;1 - Dica de Madame;;Marketplace
entregue;842;25/08/2024 17:47;8;8 - Entregue;Entregue;;17 - Pix;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;74,33;2,22;0;11,72;11,72;83,83;83,83;1 - Dica de Madame;;Site
entregue;841;25/08/2024 17:05;8;8 - Entregue;Entregue;;2 - Cartão - MasterCard;64 - MagaPay (Asaas);41 - J&T Express - J&T Express;107,52;0;0;0;11,6;107,52;107,52;1 - Dica de Madame;1;Site
pagamento-cancelado;840;25/08/2024 16:12;2;2 - Cancelado Pagamento;Não Enviado;26 - Amazon;;33 - Amazon;;27,8;0;0;13,1;0;40,9;40,9;1 - Dica de Madame;;Marketplace
pagamento-cancelado;839;25/08/2024 15:41;2;2 - Cancelado Pagamento;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;37,18;25;54,9;54,9;1 - Dica de Madame;;Marketplace
entregue;838;25/08/2024 15:13;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;12,9;0;0;14,05;10,33;26,95;26,95;1 - Dica de Madame;;Marketplace
entregue;837;25/08/2024 14:36;8;8 - Entregue;Entregue;26 - Amazon;;33 - Amazon;41 - J&T Express - J&T Express;6,9;0;0;16,18;10,95;23,08;23,08;1 - Dica de Madame;1;Marketplace
entregue;836;25/08/2024 13:41;8;8 - Entregue;Não Enviado;41 - Shopee;;63 - Shopee;40 - Shopee Entregas - Shopee Entregas;71,9;17;0;5,48;25;54,9;54,9;1 - Dica de Madame;;Marketplace
